img_id,file_name,bbox_gt,hour,minute,bbox_det
0de512af01a8cf3b,0de512af01a8cf3b.jpg,"[[721.92, 397.44, 301.44, 369.92]]",10,17,"[732.97, 403.54, 290.16, 307.51]"
0dfa47b1f2d4a4ad,0dfa47b1f2d4a4ad.jpg,"[[301.44, 158.14, 68.48, 57.62]]",6,52,"[308.01, 161.7, 57.57, 55.52]"
0e0d6926ef33a616,0e0d6926ef33a616.jpg,"[[206.08, 186.45, 273.92, 278.71], [664.96, 231.3, 117.76, 304.34]]",12,1,"[661.78, 234.12, 121.11, 298.62]"
00e1a8f0faec9bff,00e1a8f0faec9bff.jpg,"[[0.0, 0.0, 914.56, 677.36]]",11,30,"[139.39, 72.82, 730.83, 596.55]"
0e66de68a4aec4db,0e66de68a4aec4db.jpg,"[[65.35, 279.04, 531.15, 583.04]]",10,49,"[188.81, 339.26, 383.39, 456.98]"
0e4206ba542d1075,0e4206ba542d1075.jpg,"[[104.96, 0.0, 495.36, 1009.92]]",12,40,"[280.98, 446.3, 138.32, 134.88]"
0e9307ab19d98539,0e9307ab19d98539.jpg,"[[418.56, 321.64, 152.32, 149.29]]",3,5,"[417.34, 320.11, 156.82, 155.32]"
0e47462d0b006289,0e47462d0b006289.jpg,"[[171.62, 508.8, 64.68, 163.84], [289.44, 480.64, 156.89, 158.72]]",2,11,"[286.97, 480.16, 163.09, 163.15]"
0e86719a23c4335a,0e86719a23c4335a.jpg,"[[218.88, 118.4, 256.0, 296.96]]",4,21,"[206.72, 117.47, 269.41, 276.49]"
00e89628f7bf6d68,00e89628f7bf6d68.jpg,"[[389.12, 161.44, 300.8, 286.37]]",5,6,"[388.25, 158.84, 307.59, 295.12]"
0e2352247e7d2389,0e2352247e7d2389.jpg,"[[321.92, 256.0, 341.12, 309.76]]",3,8,"[339.68, 263.72, 319.55, 288.02]"
0ea2faa8f80d09d2,0ea2faa8f80d09d2.jpg,"[[286.72, 124.82, 551.04, 506.97], [318.72, 122.9, 670.08, 461.52]]",12,53,"[370.3, 208.28, 290.51, 284.45]"
0efcb1f76176cf11,0efcb1f76176cf11.jpg,"[[414.72, 44.85, 208.64, 210.79]]",7,37,"[410.52, 43.94, 212.02, 216.61]"
0f2b172360ced726,0f2b172360ced726.jpg,"[[17.3, 470.4, 222.97, 295.68]]",12,35,"[1.71, 485.63, 247.41, 217.88]"
0f3e8d7bbf5f05f5,0f3e8d7bbf5f05f5.jpg,"[[524.16, 94.08, 30.72, 28.8]]",3,35,"[519.54, 86.31, 39.8, 46.98]"
0f6ea8853018443d,0f6ea8853018443d.jpg,"[[707.84, 46.72, 204.16, 294.4]]",12,10,"[710.82, 41.38, 185.03, 284.67]"
0f31aa70a3c6e650,0f31aa70a3c6e650.jpg,"[[105.6, 48.0, 449.28, 905.6], [108.16, 59.52, 447.36, 891.52]]",10,53,"[247.3, 263.96, 192.85, 215.12]"
0f0399c6441f62db,0f0399c6441f62db.jpg,"[[443.06, 174.15, 571.9, 626.49]]",5,0,"[453.69, 185.81, 557.59, 609.6]"
0f4115adcfcf07ae,0f4115adcfcf07ae.jpg,"[[17.92, 48.64, 306.56, 563.84]]",4,52,"[121.19, 207.1, 115.68, 115.23]"
0f23222b90abc788,0f23222b90abc788.jpg,"[[364.76, 637.49, 229.23, 229.23]]",12,0,"[374.68, 650.64, 212.36, 213.14]"
0f5086033ab5e116,0f5086033ab5e116.jpg,"[[321.28, 188.22, 154.88, 258.64], [518.4, 170.94, 221.44, 258.0]]",8,46,"[513.3, 171.56, 228.29, 259.28]"
00fca8a2da7a4694,00fca8a2da7a4694.jpg,"[[136.39, 456.92, 456.15, 370.23]]",3,39,"[142.68, 437.6, 403.49, 341.35]"
00ffc05d4de94301,00ffc05d4de94301.jpg,"[[808.96, 181.67, 163.84, 159.92]]",3,37,"[809.83, 181.61, 160.05, 161.75]"
01a3e1b4d3fe77d7,01a3e1b4d3fe77d7.jpg,"[[152.22, 371.2, 401.66, 405.76]]",6,38,"[159.19, 395.83, 362.61, 372.03]"
1a4df54f9ecec3c6,1a4df54f9ecec3c6.jpg,"[[0.0, 0.0, 682.36, 975.36]]",2,1,"[0.77, 66.12, 681.63, 885.97]"
1a7c740234fd3013,1a7c740234fd3013.jpg,"[[227.2, 114.55, 693.12, 647.61]]",1,50,"[156.19, 92.02, 750.12, 654.62]"
1a14b40a958be934,1a14b40a958be934.jpg,"[[358.4, 121.6, 395.2, 438.4]]",12,9,"[336.75, 158.69, 434.81, 442.31]"
1a38ec83e7abc14c,1a38ec83e7abc14c.jpg,"[[27.04, 123.27, 326.12, 452.56]]",3,55,"[118.9, 182.34, 234.83, 312.62]"
1a67c59e6e20f927,1a67c59e6e20f927.jpg,"[[629.76, 31.36, 149.12, 187.52]]",11,36,"[612.84, 22.78, 170.58, 184.84]"
1a0120483f440a5b,1a0120483f440a5b.jpg,"[[352.6, 240.64, 121.59, 125.44]]",11,39,"[348.0, 234.64, 123.6, 125.19]"
01aa5acb40717e10,01aa5acb40717e10.jpg,"[[122.88, 0.0, 822.4, 767.36], [122.88, 0.0, 822.4, 767.36]]",4,20,"[148.0, 17.19, 620.73, 743.56]"
1ae3a04b7130f1f5,1ae3a04b7130f1f5.jpg,"[[556.16, 229.76, 209.92, 218.88]]",11,16,"[572.71, 264.88, 175.93, 164.95]"
1ae5614fbbab1f8f,1ae5614fbbab1f8f.jpg,"[[0.0, 0.0, 997.52, 1021.44]]",5,0,"[88.19, 33.63, 853.66, 900.84]"
01afc8a87ef7dfa8,01afc8a87ef7dfa8.jpg,"[[7.68, 0.0, 592.0, 1023.36]]",4,59,"[127.78, 273.21, 352.28, 345.92]"
1afddab5c4e10cda,1afddab5c4e10cda.jpg,"[[241.48, 506.24, 290.8, 348.16]]",2,25,"[319.01, 515.11, 210.43, 319.86]"
1b7a2056bd3ab1ea,1b7a2056bd3ab1ea.jpg,"[[192.0, 189.44, 299.52, 722.56]]",10,40,"[199.56, 185.0, 279.8, 731.98]"
1b77a8c8a3a93788,1b77a8c8a3a93788.jpg,"[[246.95, 218.88, 191.93, 203.52], [206.01, 19.2, 284.06, 951.04]]",11,46,"[246.51, 218.67, 189.6, 184.71]"
1b3937ca23f29f83,1b3937ca23f29f83.jpg,"[[0.0, 0.0, 1006.27, 1023.36]]",10,11,"[123.55, 140.1, 776.78, 790.5]"
1ba81c8da92f6979,1ba81c8da92f6979.jpg,"[[171.93, 216.06, 260.96, 382.98]]",1,36,"[148.0, 206.63, 305.78, 336.59]"
1bac4dfb598e62f9,1bac4dfb598e62f9.jpg,"[[90.24, 69.11, 842.24, 831.29]]",1,16,"[92.02, 72.58, 837.57, 818.27]"
1baf3511431fd1e5,1baf3511431fd1e5.jpg,"[[11.15, 40.86, 193.22, 208.02]]",10,36,"[19.35, 49.8, 183.58, 196.58]"
1beb4b47b7d8f76c,1beb4b47b7d8f76c.jpg,"[[195.84, 48.0, 614.4, 631.68]]",11,58,"[201.06, 47.58, 609.25, 625.7]"
1c0b982acc20fc9f,1c0b982acc20fc9f.jpg,"[[298.0, 37.0, 379.0, 480.0]]",12,36,"[301.35, 35.89, 379.63, 488.72]"
1c0e4521810d2113,1c0e4521810d2113.jpg,"[[352.0, 179.2, 341.76, 384.0]]",1,41,"[347.68, 184.19, 343.29, 367.17]"
1c9be11196b3c58b,1c9be11196b3c58b.jpg,"[[193.28, 103.73, 217.6, 215.14]]",8,20,"[196.23, 102.54, 212.13, 209.48]"
1c09dfc710f5233b,1c09dfc710f5233b.jpg,"[[540.16, 225.92, 86.4, 109.44]]",2,13,"[549.39, 248.59, 55.23, 57.55]"
1c2557c8150bcf24,1c2557c8150bcf24.jpg,"[[21.76, 122.31, 72.32, 72.36]]",3,47,"[20.58, 125.74, 71.68, 69.89]"
1c88210ab9a2c045,1c88210ab9a2c045.jpg,"[[464.0, 174.68, 49.92, 37.11]]",4,26,"[468.12, 175.57, 38.38, 36.18]"
1ca8e7850bf29d69,1ca8e7850bf29d69.jpg,"[[432.0, 371.84, 72.96, 48.64]]",5,58,"[436.97, 373.28, 65.34, 46.87]"
1ca1234b44267df0,1ca1234b44267df0.jpg,"[[364.8, 246.67, 270.08, 259.49]]",1,19,"[360.7, 252.56, 269.63, 267.19]"
1cd8ae1b4ec09f57,1cd8ae1b4ec09f57.jpg,"[[368.92, 581.6, 99.33, 78.02]]",12,40,"[370.49, 591.78, 92.53, 72.4]"
1cd54ccb885304c3,1cd54ccb885304c3.jpg,"[[154.88, 190.93, 221.44, 252.44], [692.48, 233.86, 102.4, 205.03]]",3,26,"[168.53, 173.03, 204.04, 232.17]"
1d1c6d1d05ca6cad,1d1c6d1d05ca6cad.jpg,"[[117.0, 172.0, 643.0, 443.0]]",4,41,"[126.9, 201.26, 545.67, 394.74]"
1d9f221109833a95,1d9f221109833a95.jpg,"[[225.92, 49.33, 110.72, 113.39]]",10,27,"[228.31, 57.71, 104.75, 102.57]"
1d93ed92dcb55390,1d93ed92dcb55390.jpg,"[[339.84, 199.04, 277.76, 282.88]]",7,6,"[343.9, 203.93, 261.15, 256.42]"
1d8828a6bcf7e7a3,1d8828a6bcf7e7a3.jpg,"[[65.28, 45.44, 163.84, 216.96]]",1,23,"[74.31, 69.32, 161.42, 162.18]"
1d35089b72324280,1d35089b72324280.jpg,"[[333.44, 389.12, 263.68, 283.52]]",12,43,"[322.15, 391.71, 275.25, 253.34]"
1da42a5bc12bf4a4,1da42a5bc12bf4a4.jpg,"[[399.26, 128.63, 212.94, 196.44]]",11,16,"[402.84, 142.73, 206.54, 190.64]"
1dad63ff47d99df9,1dad63ff47d99df9.jpg,"[[381.0, 386.0, 47.0, 52.0]]",12,30,"[378.15, 381.95, 52.32, 55.22]"
1daf5c822cc09d53,1daf5c822cc09d53.jpg,"[[30.08, 162.56, 691.2, 696.32]]",5,22,"[32.95, 171.69, 685.21, 684.29]"
1dd14dcc5d521d12,1dd14dcc5d521d12.jpg,"[[156.7, 567.04, 190.6, 359.04]]",5,34,"[184.89, 624.86, 116.42, 170.16]"
1e7f0ec1af5f7e90,1e7f0ec1af5f7e90.jpg,"[[26.45, 46.93, 955.73, 956.59]]",10,10,"[35.45, 49.36, 948.93, 937.96]"
01e56091a1eb6183,01e56091a1eb6183.jpg,"[[361.09, 210.56, 264.41, 276.48]]",5,45,"[365.99, 224.76, 252.27, 251.09]"
1eba6e76fc9d9339,1eba6e76fc9d9339.jpg,"[[88.37, 250.88, 402.14, 611.84]]",11,25,"[149.58, 299.63, 288.76, 294.48]"
1ebc22fa1ae0ceb2,1ebc22fa1ae0ceb2.jpg,"[[186.24, 261.76, 357.76, 280.32], [143.36, 108.16, 602.24, 652.8]]",3,7,"[170.89, 249.15, 370.07, 307.03]"
1ef62f5f2e6e0c4a,1ef62f5f2e6e0c4a.jpg,"[[230.0, 641.0, 359.0, 282.0]]",12,19,"[245.4, 634.61, 352.08, 271.09]"
01f838adc1583cfe,01f838adc1583cfe.jpg,"[[391.68, 410.55, 238.08, 203.03]]",1,40,"[374.59, 389.03, 278.4, 243.96]"
001f5618a7b33d88,001f5618a7b33d88.jpg,"[[178.18, 66.56, 351.23, 360.45]]",5,34,"[175.01, 67.97, 276.99, 315.55]"
1f205586f1680e0d,1f205586f1680e0d.jpg,"[[0.0, 0.0, 976.55, 767.39]]",2,39,"[173.8, 78.51, 590.31, 580.93]"
1fdfbee01bc74d96,1fdfbee01bc74d96.jpg,"[[602.88, 331.04, 173.44, 188.89], [514.56, 379.7, 28.8, 154.95]]",2,34,"[593.44, 333.36, 172.57, 160.98]"
1ffc89b316201ada,1ffc89b316201ada.jpg,"[[395.52, 523.67, 142.08, 125.48]]",4,29,"[401.86, 525.3, 136.04, 126.13]"
2a4a075d7f56ed11,2a4a075d7f56ed11.jpg,"[[432.0, 507.42, 173.44, 123.5]]",3,59,"[423.16, 507.22, 184.59, 123.84]"
02a289b0659a1c01,02a289b0659a1c01.jpg,"[[468.16, 613.12, 148.58, 139.52]]",3,2,"[475.03, 615.23, 138.44, 135.09]"
2a23037a9dafc43a,2a23037a9dafc43a.jpg,"[[147.84, 16.02, 612.48, 637.51]]",12,1,"[137.41, 2.3, 658.09, 642.52]"
2ab1c7331e49e6ee,2ab1c7331e49e6ee.jpg,"[[295.11, 601.78, 164.44, 160.89], [212.44, 192.0, 266.67, 227.56]]",4,55,"[216.31, 196.81, 266.99, 224.09]"
02b7a8ef07f7b9c2,02b7a8ef07f7b9c2.jpg,"[[112.64, 86.06, 694.27, 672.05]]",4,35,"[255.59, 231.95, 397.69, 395.44]"
2b53b4d98c8e4aa6,2b53b4d98c8e4aa6.jpg,"[[673.55, 181.99, 156.42, 177.72]]",12,41,"[671.39, 180.63, 156.25, 181.17]"
2b343c3acf8e47d1,2b343c3acf8e47d1.jpg,"[[45.44, 0.0, 965.76, 682.36]]",9,40,"[112.45, 2.76, 823.07, 673.76]"
2bb3979e8dd7889c,2bb3979e8dd7889c.jpg,"[[510.08, 284.16, 232.96, 250.24]]",1,19,"[507.55, 291.3, 224.47, 239.38]"
2be1beb5b96dbe54,2be1beb5b96dbe54.jpg,"[[18.56, 19.21, 977.92, 974.39]]",10,10,"[277.17, 286.13, 463.78, 461.21]"
2c2d78ee6b7cb3cc,2c2d78ee6b7cb3cc.jpg,"[[160.0, 33.96, 320.64, 324.2]]",12,10,"[163.8, 52.43, 293.9, 294.03]"
2c4b3aa7a8108ba3,2c4b3aa7a8108ba3.jpg,"[[184.58, 85.33, 471.19, 498.09]]",11,55,"[164.42, 114.53, 482.41, 441.64]"
2c9d86a419f5108b,2c9d86a419f5108b.jpg,"[[405.12, 226.81, 111.36, 126.86]]",3,50,"[415.6, 239.97, 93.09, 89.4]"
2c64d833d56a677f,2c64d833d56a677f.jpg,"[[314.73, 179.84, 94.04, 77.44], [419.64, 220.16, 14.07, 36.48]]",2,55,"[332.5, 201.36, 48.16, 44.68]"
2c218e7637850220,2c218e7637850220.jpg,"[[568.89, 74.02, 222.14, 279.85], [906.61, 92.08, 115.58, 240.13]]",12,50,"[584.83, 88.56, 172.24, 232.44]"
2c533b600a258407,2c533b600a258407.jpg,"[[284.16, 316.16, 78.08, 111.36], [432.64, 352.0, 44.8, 84.48]]",3,37,"[434.36, 360.14, 41.01, 77.86]"
2c65277f0254e10b,2c65277f0254e10b.jpg,"[[301.44, 274.56, 446.08, 455.68], [62.72, 40.96, 908.8, 913.92]]",10,10,"[293.45, 276.1, 450.47, 448.89]"
02c356661aee6501,02c356661aee6501.jpg,"[[212.48, 80.0, 615.04, 579.2]]",2,49,"[211.31, 81.13, 600.48, 528.68]"
2cd700a76a2908ee,2cd700a76a2908ee.jpg,"[[585.6, 264.96, 156.16, 163.84]]",12,51,"[572.65, 265.51, 171.4, 169.66]"
2d37ed23ca6894b1,2d37ed23ca6894b1.jpg,"[[302.72, 128.0, 463.36, 457.6]]",5,18,"[299.99, 89.65, 467.18, 511.04]"
2d63bc7246596d4e,2d63bc7246596d4e.jpg,"[[86.84, 36.08, 527.86, 966.46]]",9,9,"[147.45, 249.86, 412.19, 415.73]"
2d69cd69d4d3bf6c,2d69cd69d4d3bf6c.jpg,"[[448.64, 34.6, 128.64, 144.8]]",12,42,"[449.47, 63.66, 99.65, 95.02]"
2d362b1930914fe0,2d362b1930914fe0.jpg,"[[347.0, 263.0, 283.0, 284.0], [288.0, 256.0, 60.0, 340.0]]",9,7,"[366.2, 290.62, 249.9, 244.37]"
02dd063a0e2fc93a,02dd063a0e2fc93a.jpg,"[[353.28, 361.6, 124.8, 105.6]]",11,52,"[355.28, 367.51, 114.72, 93.26]"
2e595eea6d73a583,2e595eea6d73a583.jpg,"[[629.12, 0.0, 112.0, 86.44]]",9,46,"[625.97, 0.08, 119.38, 83.97]"
2e980ceba26d59b4,2e980ceba26d59b4.jpg,"[[302.05, 720.0, 124.15, 102.4]]",3,11,"[302.64, 714.43, 126.81, 106.89]"
2e978641b96d14cd,2e978641b96d14cd.jpg,"[[173.0, 428.0, 100.0, 97.0]]",12,38,"[183.11, 414.18, 100.33, 101.33]"
2ec0dae215a7b440,2ec0dae215a7b440.jpg,"[[211.23, 662.4, 190.75, 167.04], [462.15, 692.48, 29.45, 141.44]]",5,26,"[231.39, 655.26, 156.15, 149.01]"
02ef02744ed5e3cd,02ef02744ed5e3cd.jpg,"[[451.58, 833.92, 109.53, 128.64]]",3,30,"[445.78, 839.65, 129.49, 124.39]"
02f0ac108b626e03,02f0ac108b626e03.jpg,"[[226.56, 49.28, 348.16, 358.4]]",10,5,"[231.19, 61.52, 340.32, 343.35]"
02f058c942dafc53,02f058c942dafc53.jpg,"[[447.36, 427.52, 172.8, 162.56]]",7,18,"[428.44, 396.75, 214.47, 215.09]"
2fc84c0863aa0a1d,2fc84c0863aa0a1d.jpg,"[[145.57, 205.8, 744.57, 706.09]]",12,2,"[154.01, 214.06, 741.06, 693.02]"
2ffdaafcecadeb8b,2ffdaafcecadeb8b.jpg,"[[392.32, 312.32, 252.8, 245.76]]",7,22,"[366.11, 298.35, 304.48, 279.6]"
3a7ca1d2820924c5,3a7ca1d2820924c5.jpg,"[[185.6, 254.72, 647.68, 670.08]]",3,33,"[184.92, 263.52, 589.4, 657.55]"
3a220c79ff210d40,3a220c79ff210d40.jpg,"[[224.0, 403.2, 24.32, 63.36], [307.84, 396.8, 65.28, 69.76], [597.76, 448.0, 36.48, 63.36], [686.08, 433.28, 55.04, 59.52]]",1,0,"[689.4, 434.99, 51.73, 58.39]"
003ad2d61ffd5f60,003ad2d61ffd5f60.jpg,"[[497.28, 191.47, 106.88, 58.91]]",10,52,"[503.63, 195.07, 94.34, 55.26]"
3ae229f065cd207d,3ae229f065cd207d.jpg,"[[318.72, 208.7, 329.6, 333.54]]",1,10,"[343.05, 225.53, 288.46, 284.37]"
3aef4fdbecbb85fd,3aef4fdbecbb85fd.jpg,"[[190.98, 444.95, 249.91, 239.75], [512.0, 507.94, 50.79, 237.71]]",1,10,"[193.3, 450.79, 252.32, 233.51]"
03b4be482cfc41d9,03b4be482cfc41d9.jpg,"[[190.4, 468.8, 40.0, 97.6], [228.8, 476.8, 76.8, 76.8]]",7,57,"[228.9, 469.33, 79.83, 92.05]"
3b222ef09bc0277e,3b222ef09bc0277e.jpg,"[[9.57, 0.0, 465.74, 510.41]]",2,34,"[9.62, 3.3, 469.83, 500.71]"
3b748ec7c0cde5e1,3b748ec7c0cde5e1.jpg,"[[348.16, 121.09, 473.6, 402.37]]",5,17,"[423.44, 96.99, 382.59, 385.87]"
3b2871447ec226f4,3b2871447ec226f4.jpg,"[[237.0, 338.0, 283.0, 282.0]]",5,56,"[257.52, 351.77, 226.94, 216.54]"
3bba800623d5d200,3bba800623d5d200.jpg,"[[250.24, 126.08, 496.0, 501.12]]",12,45,"[274.79, 127.56, 471.77, 495.71]"
03c05fe91276fd78,03c05fe91276fd78.jpg,"[[273.92, 325.74, 62.72, 137.59], [366.08, 300.14, 145.92, 127.99]]",2,54,"[372.11, 313.78, 119.34, 116.51]"
