img_id,file_name,bbox_gt,hour,minute,bbox_det
6527,000000006527.jpg,"[[197.58, 120.37, 239.47, 246.98]]",11,43,"[193.53, 120.88, 243.54, 247.5]"
6810,000000006810.jpg,"[[325.52, 98.61, 58.4, 72.76]]",3,22,"[326.22, 99.06, 57.18, 71.17]"
7361,000000007361.jpg,"[[252.71, 84.24, 132.66, 225.6], [588.29, 198.8, 51.71, 86.8], [280.6, 384.85, 69.87, 35.5]]",10,59,"[588.12, 197.25, 51.88, 87.88]"
7753,000000007753.jpg,"[[467.4, 188.38, 172.6, 197.97]]",5,37,"[466.84, 188.41, 171.45, 202.24]"
7954,000000007954.jpg,"[[156.09, 209.09, 97.89, 86.77]]",1,51,"[154.33, 209.1, 99.51, 87.99]"
8218,000000008218.jpg,"[[266.55, 190.43, 121.35, 107.27]]",2,29,"[263.33, 192.67, 122.73, 103.56]"
8433,000000008433.jpg,"[[76.55, 204.83, 116.7, 79.45], [42.15, 272.52, 13.51, 70.79]]",5,45,"[71.62, 204.43, 122.42, 80.77]"
8498,000000008498.jpg,"[[249.67, 204.93, 33.22, 36.02], [191.85, 210.46, 14.44, 31.61]]",6,19,"[190.19, 208.91, 17.0, 34.57]"
8686,000000008686.jpg,"[[296.09, 316.1, 62.99, 64.78], [202.01, 321.7, 28.94, 62.21], [404.52, 332.78, 5.41, 61.85]]",11,18,"[293.72, 315.27, 65.6, 67.97]"
8791,000000008791.jpg,"[[232.67, 182.21, 55.03, 69.19], [189.27, 183.86, 32.07, 74.42]]",11,15,"[232.42, 183.81, 53.87, 65.04]"
8892,000000008892.jpg,"[[176.19, 119.01, 177.44, 303.63]]",1,28,"[171.78, 119.52, 176.04, 303.83]"
8998,000000008998.jpg,"[[381.11, 169.03, 42.66, 39.58]]",5,10,"[382.79, 169.03, 40.14, 37.65]"
9172,000000009172.jpg,"[[59.71, 57.34, 135.38, 125.91]]",12,50,"[57.84, 58.35, 136.38, 126.49]"
9217,000000009217.jpg,"[[176.65, 257.75, 49.21, 63.67]]",11,4,"[177.0, 258.48, 48.53, 61.45]"
9274,000000009274.jpg,"[[215.25, 64.57, 90.4, 153.55]]",6,9,"[216.62, 65.61, 90.24, 147.1]"
9509,000000009509.jpg,"[[212.04, 21.65, 74.67, 72.43]]",2,31,"[212.4, 20.07, 78.67, 73.41]"
9620,000000009620.jpg,"[[160.45, 47.53, 36.43, 35.71], [204.35, 111.45, 44.13, 24.38]]",10,41,"[160.49, 48.18, 36.35, 34.05]"
9791,000000009791.jpg,"[[282.05, 203.43, 74.5, 69.9]]",2,11,"[280.3, 198.89, 79.44, 76.17]"
9833,000000009833.jpg,"[[70.67, 140.84, 118.69, 111.75]]",5,16,"[73.65, 139.27, 120.43, 114.64]"
10039,000000010039.jpg,"[[260.07, 492.64, 80.99, 84.75]]",11,6,"[259.71, 491.81, 81.1, 85.92]"
10125,000000010125.jpg,"[[269.72, 105.22, 66.77, 86.44]]",11,19,"[269.13, 107.01, 66.69, 83.29]"
10136,000000010136.jpg,"[[245.75, 202.59, 21.39, 24.44]]",8,57,"[243.83, 202.08, 22.65, 25.37]"
10400,000000010400.jpg,"[[262.21, 197.09, 40.04, 37.29]]",2,1,"[263.3, 196.95, 38.56, 36.22]"
10793,000000010793.jpg,"[[375.32, 67.23, 49.6, 63.84]]",3,7,"[374.03, 67.58, 49.9, 62.33]"
10964,000000010964.jpg,"[[412.29, 207.52, 27.63, 30.52]]",3,45,"[411.37, 208.85, 28.73, 28.79]"
11182,000000011182.jpg,"[[226.94, 87.38, 16.7, 17.73], [251.62, 89.39, 5.72, 17.53]]",2,35,"[226.32, 87.75, 17.39, 17.57]"
11264,000000011264.jpg,"[[212.73, 48.72, 41.1, 35.71]]",12,59,"[213.38, 48.13, 40.47, 37.04]"
11265,000000011265.jpg,"[[310.96, 108.8, 40.88, 40.89]]",3,9,"[311.61, 109.97, 40.39, 39.97]"
11712,000000011712.jpg,"[[228.97, 182.67, 77.21, 74.67]]",9,12,"[228.31, 181.17, 79.01, 76.54]"
11721,000000011721.jpg,"[[157.48, 132.15, 96.07, 96.49]]",10,17,"[153.92, 132.32, 101.35, 96.4]"
12107,000000012107.jpg,"[[88.61, 35.31, 36.23, 37.99]]",10,45,"[88.94, 36.7, 35.29, 36.49]"
12484,000000012484.jpg,"[[148.47, 199.97, 50.34, 65.99]]",8,49,"[148.56, 201.44, 47.28, 65.98]"
12959,000000012959.jpg,"[[196.63, 478.12, 94.8, 93.14]]",1,15,"[194.97, 477.32, 97.82, 94.94]"
13473,000000013473.jpg,"[[253.19, 1.55, 177.81, 112.09]]",3,30,"[310.03, 2.93, 80.21, 75.02]"
13603,000000013603.jpg,"[[421.61, 101.08, 145.96, 140.54]]",6,9,"[423.38, 102.84, 146.27, 136.76]"
13835,000000013835.jpg,"[[208.95, 221.41, 23.87, 22.4]]",11,0,"[209.24, 222.19, 23.85, 21.66]"
14412,000000014412.jpg,"[[353.45, 262.68, 187.04, 204.92], [35.8, 316.9, 69.6, 169.2]]",6,6,"[360.16, 265.18, 172.21, 170.04]"
14557,000000014557.jpg,"[[65.78, 430.57, 103.77, 117.03]]",6,4,"[68.51, 427.17, 102.76, 119.16]"
14736,000000014736.jpg,"[[196.66, 104.55, 57.02, 50.12]]",4,28,"[198.3, 105.49, 54.63, 48.71]"
14819,000000014819.jpg,"[[8.0, 6.8, 130.0, 149.0]]",5,4,"[15.3, 8.36, 124.75, 147.05]"
14974,000000014974.jpg,"[[350.57, 1.85, 216.16, 217.54]]",5,9,"[349.37, 3.59, 218.17, 216.14]"
14988,000000014988.jpg,"[[285.56, 134.31, 101.88, 101.89]]",10,8,"[283.92, 137.06, 105.54, 99.1]"
15073,000000015073.jpg,"[[128.7, 134.31, 346.39, 373.77], [5.51, 178.5, 90.98, 275.68], [497.97, 149.51, 109.0, 338.37]]",6,0,"[129.77, 132.31, 344.23, 376.7]"
15514,000000015514.jpg,"[[230.35, 124.86, 159.31, 162.54]]",12,50,"[227.62, 123.24, 161.2, 158.48]"
15906,000000015906.jpg,"[[224.21, 26.32, 80.15, 80.15]]",2,34,"[224.17, 25.09, 80.39, 81.16]"
16038,000000016038.jpg,"[[17.45, 49.21, 39.91, 39.37]]",7,0,"[17.18, 49.37, 39.59, 39.39]"
16295,000000016295.jpg,"[[144.96, 235.94, 84.6, 82.72]]",4,28,"[144.8, 236.04, 83.6, 81.66]"
16525,000000016525.jpg,"[[341.42, 119.07, 57.02, 65.67], [317.93, 128.6, 16.0, 53.25]]",9,2,"[339.93, 119.85, 60.25, 64.28]"
16599,000000016599.jpg,"[[141.06, 144.55, 75.33, 72.05], [215.89, 152.59, 12.79, 73.97]]",4,13,"[142.57, 145.71, 71.84, 71.04]"
16720,000000016720.jpg,"[[265.46, 243.65, 115.65, 98.83]]",1,19,"[263.81, 244.03, 118.06, 98.66]"
16898,000000016898.jpg,"[[166.18, 263.72, 34.79, 50.17], [280.31, 262.13, 37.11, 50.89]]",3,32,"[165.78, 264.51, 34.2, 49.13]"
16955,000000016955.jpg,"[[133.45, 155.93, 236.77, 236.78]]",7,57,"[134.93, 156.75, 236.93, 236.29]"
17203,000000017203.jpg,"[[219.24, 107.31, 40.3, 41.72], [202.97, 108.03, 9.25, 45.97]]",8,34,"[218.27, 104.84, 42.81, 45.26]"
17399,000000017399.jpg,"[[106.57, 73.41, 67.67, 65.58]]",10,18,"[108.52, 75.92, 68.53, 65.46]"
17429,000000017429.jpg,"[[243.98, 296.37, 42.94, 57.24], [157.31, 298.2, 36.6, 57.67]]",9,17,"[244.54, 297.67, 41.12, 52.35]"
17600,000000017600.jpg,"[[136.3, 304.26, 70.83, 68.11]]",10,31,"[140.31, 305.35, 65.88, 63.73]"
17870,000000017870.jpg,"[[21.87, 295.66, 86.02, 78.81]]",3,32,"[14.93, 284.01, 103.85, 100.28]"
17892,000000017892.jpg,"[[212.4, 212.18, 35.94, 32.7], [299.44, 220.68, 20.31, 40.25]]",2,53,"[299.87, 220.94, 19.62, 38.44]"
17896,000000017896.jpg,"[[243.92, 87.44, 182.94, 184.09]]",11,47,"[240.6, 102.65, 184.82, 164.88]"
17944,000000017944.jpg,"[[193.13, 227.52, 64.66, 63.05]]",3,23,"[193.98, 226.8, 63.4, 63.73]"
17946,000000017946.jpg,"[[315.87, 165.15, 49.13, 45.85]]",7,10,"[315.73, 167.01, 49.15, 43.62]"
18078,000000018078.jpg,"[[332.43, 186.86, 29.42, 38.02], [377.92, 186.71, 20.13, 38.83]]",10,5,"[376.25, 187.96, 22.06, 37.26]"
18350,000000018350.jpg,"[[177.0, 201.52, 79.64, 71.21]]",8,24,"[175.91, 202.91, 80.23, 70.49]"
18584,000000018584.jpg,"[[226.5, 161.2, 37.67, 35.57]]",11,49,"[226.48, 162.43, 35.6, 35.02]"
18802,000000018802.jpg,"[[196.03, 23.79, 29.69, 32.1], [403.68, 183.76, 10.88, 6.36]]",3,45,"[196.88, 23.81, 28.12, 30.99]"
19142,000000019142.jpg,"[[149.14, 429.59, 65.53, 52.06]]",12,5,"[149.7, 432.77, 63.52, 50.69]"
19899,000000019899.jpg,"[[101.66, 262.14, 49.33, 48.5]]",6,40,"[102.15, 263.04, 49.38, 48.07]"
19927,000000019927.jpg,"[[274.27, 77.51, 57.73, 58.33]]",2,36,"[275.25, 74.61, 61.14, 62.69]"
19941,000000019941.jpg,"[[295.79, 110.47, 80.75, 86.57], [249.07, 127.43, 27.08, 87.55]]",10,16,"[249.58, 126.89, 27.33, 86.91]"
20145,000000020145.jpg,"[[188.12, 239.85, 24.37, 26.85], [149.19, 243.03, 9.37, 26.37]]",7,0,"[188.36, 239.86, 23.3, 26.03]"
20281,000000020281.jpg,"[[25.89, 120.75, 349.02, 347.88]]",6,59,"[12.62, 114.89, 357.72, 363.6]"
20517,000000020517.jpg,"[[320.22, 29.83, 24.8, 27.01], [282.25, 36.73, 14.33, 26.75]]",7,11,"[321.65, 29.49, 22.18, 26.77]"
20563,000000020563.jpg,"[[148.13, 1.44, 176.9, 129.44]]",10,1,"[203.61, 49.41, 78.9, 80.62]"
20707,000000020707.jpg,"[[204.28, 386.37, 34.94, 36.28]]",7,41,"[203.97, 386.57, 35.33, 34.65]"
20839,000000020839.jpg,"[[506.97, 226.14, 15.86, 17.23], [498.55, 227.93, 5.4, 17.08]]",1,15,"[506.59, 226.53, 16.05, 16.42]"
21384,000000021384.jpg,"[[52.89, 244.59, 106.26, 97.06]]",2,36,"[95.41, 262.03, 56.27, 66.81]"
21404,000000021404.jpg,"[[182.03, 94.99, 115.58, 112.68]]",6,51,"[180.45, 89.26, 116.23, 125.12]"
21915,000000021915.jpg,"[[364.48, 224.72, 175.07, 170.76]]",10,53,"[374.41, 226.79, 162.64, 174.31]"
21969,000000021969.jpg,"[[263.65, 117.83, 123.14, 180.94]]",12,55,"[281.14, 190.81, 80.59, 69.19]"
22014,000000022014.jpg,"[[133.38, 82.97, 39.27, 42.54]]",12,3,"[126.22, 75.08, 52.2, 89.11]"
22056,000000022056.jpg,"[[80.23, 4.65, 75.58, 60.47]]",11,28,"[74.49, 5.77, 81.76, 63.34]"
22164,000000022164.jpg,"[[249.84, 155.03, 37.11, 34.98]]",4,28,"[248.7, 154.21, 38.49, 36.54]"
22230,000000022230.jpg,"[[28.76, 211.42, 171.15, 232.98], [213.89, 227.41, 70.0, 84.58], [307.68, 371.86, 60.96, 74.21], [227.05, 357.43, 76.33, 79.54], [398.03, 227.79, 84.48, 91.63], [398.76, 368.34, 85.4, 93.94], [499.13, 380.37, 94.47, 94.47]]",2,36,"[25.25, 193.55, 178.91, 265.31]"
22256,000000022256.jpg,"[[274.66, 143.14, 48.03, 49.37]]",12,59,"[273.06, 143.71, 49.19, 49.19]"
22838,000000022838.jpg,"[[294.95, 248.94, 297.93, 275.59]]",2,36,"[284.39, 236.86, 306.0, 292.88]"
22880,000000022880.jpg,"[[159.39, 214.39, 79.08, 72.36], [377.11, 532.48, 43.28, 49.03]]",12,6,"[159.23, 215.9, 75.13, 68.75]"
23718,000000023718.jpg,"[[136.92, 266.01, 22.34, 21.25]]",11,45,"[136.99, 266.36, 22.15, 21.31]"
23759,000000023759.jpg,"[[88.97, 418.54, 166.46, 152.1]]",2,0,"[86.21, 417.61, 168.23, 152.0]"
23929,000000023929.jpg,"[[244.14, 221.73, 126.37, 118.72], [116.1, 277.74, 24.69, 123.45]]",11,34,"[244.39, 221.72, 128.29, 120.06]"
24019,000000024019.jpg,"[[106.78, 182.67, 29.82, 59.07], [67.76, 182.83, 20.74, 57.48]]",8,20,"[106.3, 181.36, 33.33, 61.22]"
24765,000000024765.jpg,"[[389.89, 126.7, 102.12, 84.58]]",1,41,"[389.73, 130.62, 102.86, 78.58]"
25195,000000025195.jpg,"[[531.08, 156.63, 68.88, 149.5], [333.96, 191.18, 68.53, 84.07]]",12,0,"[531.51, 181.55, 66.73, 107.09]"
25252,000000025252.jpg,"[[289.29, 318.44, 61.51, 77.16]]",3,19,"[308.51, 336.63, 41.7, 52.96]"
25457,000000025457.jpg,"[[234.43, 32.04, 35.69, 49.42]]",12,49,"[230.58, 31.33, 42.92, 52.48]"
26227,000000026227.jpg,"[[58.32, 83.36, 119.88, 170.14]]",12,24,"[57.73, 87.31, 123.36, 166.93]"
26924,000000026924.jpg,"[[117.75, 90.61, 38.87, 37.54]]",10,25,"[108.49, 81.1, 54.0, 56.28]"
27151,000000027151.jpg,"[[0.65, 185.89, 70.99, 79.87], [412.3, 228.44, 48.96, 49.73]]",1,16,"[1.66, 192.09, 69.42, 72.15]"
27585,000000027585.jpg,"[[328.61, 141.47, 174.81, 168.13]]",4,38,"[323.45, 138.56, 184.3, 172.85]"
27840,000000027840.jpg,"[[294.46, 150.7, 36.56, 56.4], [238.95, 153.51, 29.17, 51.04]]",2,0,"[294.92, 151.1, 35.91, 54.94]"
28385,000000028385.jpg,"[[340.04, 184.96, 106.75, 104.94], [461.59, 214.21, 120.66, 113.62]]",1,44,"[459.29, 212.88, 128.9, 121.86]"
28655,000000028655.jpg,"[[185.89, 152.59, 91.44, 93.32], [298.33, 156.7, 18.34, 98.18]]",4,32,"[178.0, 141.84, 101.52, 107.0]"
28876,000000028876.jpg,"[[157.85, 278.61, 119.82, 122.39]]",10,28,"[158.81, 278.61, 120.29, 124.3]"
29019,000000029019.jpg,"[[276.02, 251.09, 46.38, 48.54], [348.01, 261.07, 29.02, 50.05]]",2,31,"[348.57, 261.92, 27.76, 50.42]"
29125,000000029125.jpg,"[[201.69, 289.32, 48.39, 39.17]]",8,50,"[201.44, 289.37, 46.92, 39.46]"
29586,000000029586.jpg,"[[155.98, 219.34, 72.26, 75.13], [88.87, 229.31, 37.7, 75.4]]",5,14,"[158.63, 215.03, 71.73, 78.76]"
30353,000000030353.jpg,"[[69.38, 135.46, 24.28, 24.72], [609.12, 122.25, 25.68, 31.83]]",8,36,"[68.25, 136.18, 25.36, 25.47]"
30431,000000030431.jpg,"[[334.62, 231.49, 119.9, 120.46]]",5,5,"[336.4, 232.44, 111.6, 110.13]"
30470,000000030470.jpg,"[[199.36, 429.07, 73.51, 80.54]]",4,26,"[200.38, 427.32, 75.41, 80.67]"
32328,000000032328.jpg,"[[341.96, 131.85, 40.08, 46.3], [277.37, 133.91, 25.1, 43.93]]",11,47,"[341.88, 131.12, 40.41, 47.6]"
32413,000000032413.jpg,"[[0.0, 1.04, 81.03, 71.43]]",3,40,"[0.0, 0.12, 80.94, 70.5]"
32812,000000032812.jpg,"[[178.73, 41.23, 72.51, 79.21]]",11,14,"[176.65, 38.74, 76.02, 79.86]"
33499,000000033499.jpg,"[[250.9, 180.62, 205.5, 201.85]]",3,2,"[249.38, 183.46, 206.66, 194.32]"
34571,000000034571.jpg,"[[209.05, 117.27, 35.32, 37.36], [146.56, 118.41, 24.81, 41.7]]",11,12,"[208.86, 115.93, 36.21, 40.25]"
34826,000000034826.jpg,"[[40.99, 95.67, 395.86, 199.55]]",12,21,"[53.73, 96.72, 384.46, 194.99]"
35303,000000035303.jpg,"[[278.3, 227.9, 56.71, 56.34]]",4,54,"[280.97, 231.97, 50.75, 48.68]"
35760,000000035760.jpg,"[[249.95, 278.48, 26.96, 30.95], [216.31, 277.97, 26.79, 30.74]]",4,30,"[250.66, 278.51, 26.09, 30.6]"
35763,000000035763.jpg,"[[185.53, 117.24, 248.09, 241.62]]",10,35,"[182.16, 111.29, 260.99, 257.11]"
35964,000000035964.jpg,"[[109.64, 10.58, 95.22, 100.99]]",11,34,"[110.98, 13.32, 96.22, 95.44]"
36110,000000036110.jpg,"[[112.18, 116.59, 404.13, 384.0]]",1,44,"[118.28, 117.37, 409.78, 385.61]"
36149,000000036149.jpg,"[[31.24, 53.87, 37.14, 52.14]]",9,44,"[30.74, 54.07, 37.56, 50.23]"
36939,000000036939.jpg,"[[305.03, 95.7, 25.28, 26.86]]",12,41,"[307.16, 96.21, 23.6, 24.73]"
37125,000000037125.jpg,"[[17.18, 328.01, 161.79, 303.54]]",3,7,"[17.05, 327.22, 163.54, 307.36]"
37389,000000037389.jpg,"[[344.22, 157.12, 32.4, 33.6], [394.03, 162.76, 14.0, 33.51]]",10,26,"[341.18, 156.15, 36.27, 35.97]"
38488,000000038488.jpg,"[[383.74, 224.57, 33.04, 35.46], [453.09, 230.19, 16.63, 32.34]]",5,20,"[385.2, 226.46, 31.34, 32.35]"
38540,000000038540.jpg,"[[312.8, 255.6, 44.12, 44.92]]",1,19,"[312.9, 255.63, 43.12, 46.13]"
38722,000000038722.jpg,"[[281.27, 140.9, 42.89, 59.59]]",6,14,"[281.44, 153.12, 41.95, 47.41]"
39359,000000039359.jpg,"[[179.79, 158.62, 135.22, 134.19]]",8,11,"[179.06, 158.12, 135.55, 136.62]"
39846,000000039846.jpg,"[[15.63, 120.28, 36.78, 37.87]]",8,41,"[14.86, 120.35, 36.12, 37.53]"
40259,000000040259.jpg,"[[200.43, 89.79, 37.55, 51.71], [254.57, 88.68, 40.06, 51.96]]",3,31,"[252.17, 88.69, 39.38, 49.49]"
40711,000000040711.jpg,"[[404.03, 227.03, 47.83, 45.37], [305.83, 200.39, 24.79, 82.09]]",12,1,"[403.38, 225.61, 47.24, 47.81]"
41246,000000041246.jpg,"[[137.52, 207.87, 86.41, 95.41], [248.82, 209.08, 49.24, 85.28]]",1,35,"[137.28, 207.95, 84.97, 96.01]"
41322,000000041322.jpg,"[[1.99, 0.0, 144.12, 141.53]]",5,47,"[1.29, 0.73, 146.51, 142.59]"
41995,000000041995.jpg,"[[122.89, 54.24, 257.6, 260.45]]",9,25,"[127.18, 67.83, 244.59, 242.21]"
42182,000000042182.jpg,"[[349.7, 87.53, 66.51, 71.9]]",11,48,"[349.63, 89.4, 66.6, 70.0]"
42371,000000042371.jpg,"[[414.18, 111.87, 49.87, 48.1]]",10,20,"[415.34, 112.82, 48.09, 45.56]"
42471,000000042471.jpg,"[[260.3, 273.35, 65.79, 77.75], [160.97, 281.63, 51.57, 79.42]]",5,10,"[160.5, 281.23, 52.66, 80.46]"
42529,000000042529.jpg,"[[336.29, 136.14, 28.89, 31.2], [380.75, 142.53, 11.91, 28.04]]",5,5,"[336.54, 137.62, 28.33, 29.51]"
42551,000000042551.jpg,"[[190.33, 73.03, 174.84, 212.47]]",12,7,"[192.61, 77.67, 170.38, 194.89]"
42711,000000042711.jpg,"[[183.6, 9.96, 291.77, 276.11]]",6,36,"[182.9, 6.44, 295.2, 292.41]"
42751,000000042751.jpg,"[[70.79, 90.82, 231.46, 243.82]]",7,38,"[72.16, 89.17, 163.52, 248.08]"
43150,000000043150.jpg,"[[231.18, 87.69, 46.11, 38.17]]",2,17,"[231.01, 84.36, 44.61, 40.61]"
43218,000000043218.jpg,"[[233.72, 97.14, 109.64, 111.57]]",8,55,"[232.86, 95.39, 113.45, 114.0]"
43286,000000043286.jpg,"[[509.38, 135.51, 25.24, 27.89]]",7,12,"[508.07, 135.29, 27.99, 28.06]"
43392,000000043392.jpg,"[[103.55, 215.83, 322.16, 303.46]]",3,58,"[108.93, 217.28, 314.93, 305.53]"
43635,000000043635.jpg,"[[254.54, 27.28, 72.58, 73.74]]",6,12,"[254.48, 27.8, 73.27, 70.99]"
43971,000000043971.jpg,"[[140.85, 123.06, 65.27, 129.71]]",10,1,"[153.22, 148.94, 28.21, 34.92]"
44352,000000044352.jpg,"[[109.06, 210.94, 104.75, 94.71], [64.53, 237.65, 21.24, 94.31]]",3,50,"[114.44, 212.5, 96.77, 90.65]"
44723,000000044723.jpg,"[[276.7, 241.96, 36.76, 34.98], [240.91, 248.86, 11.21, 37.99]]",3,12,"[276.65, 241.87, 37.26, 36.39]"
44792,000000044792.jpg,"[[148.99, 91.75, 154.72, 175.73], [349.13, 103.59, 86.59, 170.28]]",11,17,"[346.04, 102.04, 89.89, 174.39]"
45419,000000045419.jpg,"[[295.43, 357.94, 48.0, 51.82], [159.48, 362.92, 39.27, 61.27]]",4,0,"[292.31, 354.97, 49.42, 58.02]"
45478,000000045478.jpg,"[[229.94, 385.7, 72.22, 72.22], [175.14, 402.8, 12.78, 57.1]]",7,56,"[229.36, 385.97, 71.07, 71.43]"
45974,000000045974.jpg,"[[136.63, 376.81, 142.38, 135.19]]",9,55,"[137.2, 376.45, 139.33, 137.45]"
46359,000000046359.jpg,"[[191.0, 207.79, 51.39, 48.11], [277.21, 227.09, 11.29, 34.76]]",4,49,"[276.73, 228.29, 12.24, 35.13]"
46433,000000046433.jpg,"[[273.02, 117.17, 28.79, 37.26]]",1,25,"[273.35, 118.1, 28.95, 35.89]"
46603,000000046603.jpg,"[[308.22, 139.2, 35.23, 30.63]]",5,35,"[309.18, 139.21, 34.5, 30.53]"
47597,000000047597.jpg,"[[148.42, 73.26, 158.31, 180.23]]",3,16,"[130.17, 69.64, 190.69, 182.41]"
47611,000000047611.jpg,"[[165.79, 31.38, 140.28, 152.2]]",6,9,"[163.95, 31.25, 141.74, 150.23]"
48181,000000048181.jpg,"[[136.55, 302.58, 54.1, 53.28]]",3,9,"[137.22, 303.67, 53.31, 50.64]"
48972,000000048972.jpg,"[[208.99, 65.5, 89.12, 88.44]]",8,51,"[216.2, 75.54, 71.75, 72.76]"
49554,000000049554.jpg,"[[247.76, 173.85, 44.67, 42.73], [199.51, 187.6, 19.0, 44.19]]",10,9,"[199.71, 184.73, 18.79, 47.38]"
49667,000000049667.jpg,"[[105.23, 79.28, 253.69, 221.98]]",6,4,"[103.9, 73.53, 253.35, 228.83]"
49957,000000049957.jpg,"[[410.29, 140.42, 25.79, 25.48]]",4,40,"[409.68, 140.91, 25.7, 25.41]"
50232,000000050232.jpg,"[[232.99, 212.85, 126.56, 138.07], [104.99, 231.31, 69.03, 140.94]]",5,43,"[231.31, 210.11, 126.05, 139.78]"
50242,000000050242.jpg,"[[184.08, 230.85, 58.82, 55.18]]",7,57,"[184.23, 229.76, 59.07, 57.68]"
